# time       x(t)         y(t)         vx(t)        vy(t)        ekin         epot        
8.640000     0.085001     -0.153999    8.783371     -4.152581    -56.850471   47.195771   
8.650000     0.165878     -0.185001    7.473400     -2.308503    -40.245150   30.590445   
8.660000     0.235773     -0.203149    6.555183     -1.408240    -32.131487   22.476781   
8.670000     0.297749     -0.214332    5.869657     -0.867844    -27.257716   17.603010   
8.680000     0.353643     -0.221086    5.328279     -0.504327    -23.977159   14.322453   
8.690000     0.404632     -0.224750    4.882804     -0.241597    -21.604776   11.950071   
8.700000     0.451523     -0.226127    4.504911     -0.042139    -19.802706   10.148001   
8.710000     0.494896     -0.225734    4.176810     0.114783     -18.384165   8.729460    
8.720000     0.535185     -0.223931    3.886688     0.241608     -17.237064   7.582358    
8.730000     0.572728     -0.220976    3.626343     0.346274     -16.289840   6.635135    
8.740000     0.607792     -0.217061    3.389871     0.434103     -15.494542   5.839837    
8.750000     0.640591     -0.212337    3.172892     0.508798     -14.817765   5.163060    
8.760000     0.671303     -0.206920    2.972070     0.573024     -14.235484   4.580778    
8.770000     0.700077     -0.200905    2.784812     0.628747     -13.729956   4.075251    
8.780000     0.727038     -0.194369    2.609063     0.677454     -13.287782   3.633077    
8.790000     0.752291     -0.187375    2.443167     0.720286     -12.898643   3.243938    
8.800000     0.775929     -0.179980    2.285769     0.758140     -12.554464   2.899758    
8.810000     0.798031     -0.172227    2.135749     0.791725     -12.248832   2.594127    
8.820000     0.818666     -0.164157    1.992167     0.821612     -11.976593   2.321888    
8.830000     0.837893     -0.155805    1.854226     0.848265     -11.733560   2.078854    
8.840000     0.855767     -0.147202    1.721244     0.872065     -11.516295   1.861590    
8.850000     0.872333     -0.138373    1.592632     0.893326     -11.321960   1.667255    
8.860000     0.887632     -0.129343    1.467876     0.912310     -11.148190   1.493485    
8.870000     0.901702     -0.120133    1.346524     0.929234     -10.993007   1.338302    
8.880000     0.914573     -0.110764    1.228175     0.944284     -10.854748   1.200043    
8.890000     0.926274     -0.101253    1.112469     0.957614     -10.732012   1.077306    
8.900000     0.936830     -0.091617    0.999084     0.969355     -10.623615   0.968909    
8.910000     0.946262     -0.081871    0.887725     0.979618     -10.528558   0.873853    
8.920000     0.954590     -0.072029    0.778122     0.988494     -10.446002   0.791297    
8.930000     0.961830     -0.062106    0.670025     0.996062     -10.375242   0.720537    
8.940000     0.967995     -0.052112    0.563203     1.002386     -10.315693   0.660987    
8.950000     0.973098     -0.042062    0.457435     1.007519     -10.266876   0.612170    
8.960000     0.977147     -0.031966    0.352514     1.011502     -10.228407   0.573702    
8.970000     0.980150     -0.021836    0.248241     1.014369     -10.199990   0.545284    
8.980000     0.982113     -0.011682    0.144423     1.016143     -10.181408   0.526702    
8.990000     0.983039     -0.001516    0.040871     1.016839     -10.172521   0.517816    
9.000000     0.982931     0.008651     -0.062599    1.016463     -10.173263   0.518558    
9.010000     0.981787     0.018809     -0.166173    1.015015     -10.183640   0.528935    
9.020000     0.979606     0.028948     -0.270036    1.012486     -10.203729   0.549024    
9.030000     0.976385     0.039055     -0.374378    1.008858     -10.233681   0.578976    
9.040000     0.972116     0.049121     -0.479391    1.004104     -10.273726   0.619020    
9.050000     0.966794     0.059134     -0.585276    0.998191     -10.324172   0.669466    
9.060000     0.960407     0.069081     -0.692242    0.991073     -10.385417   0.730712    
9.070000     0.952945     0.078951     -0.800509    0.982694     -10.457957   0.803252    
9.080000     0.944392     0.088731     -0.910313    0.972988     -10.542393   0.887688    
9.090000     0.934733     0.098406     -1.021906    0.961872     -10.639450   0.984745    
9.100000     0.923947     0.107963     -1.135560    0.949249     -10.749991   1.095285    
9.110000     0.912013     0.117386     -1.251573    0.935006     -10.875040   1.220335    
9.120000     0.898907     0.126657     -1.370272    0.919005     -11.015814   1.361108    
9.130000     0.884598     0.135759     -1.492023    0.901086     -11.173749   1.519044    
9.140000     0.869055     0.144672     -1.617232    0.881057     -11.350555   1.695850    
9.150000     0.852240     0.153373     -1.746358    0.858691     -11.548264   1.893559    
9.160000     0.834113     0.161837     -1.879926    0.833716     -11.769307   2.114602    
9.170000     0.814625     0.170037     -2.018535    0.805805     -12.016607   2.361902    
9.180000     0.793723     0.177942     -2.162881    0.774562     -12.293704   2.638999    
9.190000     0.771345     0.185516     -2.313778    0.739503     -12.604921   2.950216    
9.200000     0.747422     0.192717     -2.472187    0.700034     -12.955584   3.300879    
9.210000     0.721873     0.199499     -2.639259    0.655412     -13.352333   3.697627    
9.220000     0.694604     0.205805     -2.816383    0.604701     -13.803545   4.148840    
9.230000     0.665506     0.211569     -3.005264    0.546703     -14.319952   4.665246    
9.240000     0.634452     0.216710     -3.208019    0.479855     -14.915528   5.260823    
9.250000     0.601291     0.221130     -3.427330    0.402085     -15.608837   5.954132    
9.260000     0.565839     0.224706     -3.666654    0.310575     -16.425110   6.770405    
9.270000     0.527876     0.227283     -3.930549    0.201391     -17.399591   7.744885    
9.280000     0.487126     0.228656     -4.225180    0.068854     -18.583147   8.928442    
9.290000     0.443241     0.228554     -4.559153    -0.095564    -20.052210   10.397505   
9.300000     0.395771     0.226595     -4.944937    -0.305334    -21.927521   12.272816   
9.310000     0.344108     0.222222     -5.401443    -0.583151    -24.412533   14.757827   
9.320000     0.287407     0.214570     -5.959036    -0.970674    -27.880865   18.226160   
9.330000     0.224421     0.202167     -6.669967    -1.554201    -33.106702   23.451996   
9.340000     0.153184     0.182159     -7.630725    -2.548264    -42.015513   32.360809   
9.350000     0.070422     0.147634     -9.003434    -4.679805    -61.135895   51.481197   
9.360000     -0.025890    0.072364     -9.393283    -12.356462   -130.112531  120.457959  
9.370000     -0.015377    -0.084493    9.869630     -10.776624   -116.439955  106.772601  
9.380000     0.080601     -0.151837    8.863516     -4.294992    -58.172004   48.504431   
9.390000     0.162149     -0.183749    7.528396     -2.366398    -40.805868   31.138290   
9.400000     0.232507     -0.202319    6.594365     -1.438836    -32.445530   22.777952   
9.410000     0.294824     -0.213740    5.899300     -0.886256    -27.461174   17.793595   
9.420000     0.350981     -0.220642    5.351711     -0.516231    -24.121233   14.453654   
9.430000     0.402182     -0.224405    4.901912     -0.249609    -21.713101   12.045523   
9.440000     0.449247     -0.225848    4.520849     -0.047633    -19.887750   10.220171   
9.450000     0.492766     -0.225501    4.190325     0.111010     -18.453154   8.785575    
9.460000     0.533181     -0.223729    3.898291     0.239063     -17.294489   7.626911    
9.470000     0.570832     -0.220795    3.636395     0.344636     -16.338651   6.671072    
9.480000     0.605989     -0.216893    3.398638     0.433150     -15.536758   5.869179    
9.490000     0.638871     -0.212176    3.180572     0.508374     -14.854819   5.187241    
9.500000     0.669655     -0.206761    2.978816     0.573016     -14.268426   4.600847    
9.510000     0.698493     -0.200744    2.790745     0.629069     -13.759572   4.091993    
9.520000     0.725509     -0.194203    2.614278     0.678041     -13.314673   3.647095    
9.530000     0.750811     -0.187203    2.447741     0.721089     -12.923280   3.255702    
9.540000     0.774492     -0.179798    2.289765     0.759117     -12.577221   2.909642    
9.550000     0.796631     -0.172035    2.139219     0.792845     -12.270010   2.602431    
9.560000     0.817298     -0.163954    1.995154     0.822849     -11.996439   2.328860    
9.570000     0.836553     -0.155589    1.856766     0.849598     -11.752276   2.084698    
9.580000     0.854450     -0.146971    1.723367     0.873475     -11.534054   1.866476    
9.590000     0.871035     -0.138128    1.594363     0.894797     -11.338907   1.671328    
9.600000     0.886350     -0.129083    1.469237     0.913829     -11.164449   1.496871    
9.610000     0.900431     -0.119858    1.347533     0.930791     -11.008687   1.341108    
9.620000     0.913311     -0.110473    1.228847     0.945867     -10.869944   1.202365    
9.630000     0.925017     -0.100947    1.112818     0.959215     -10.746807   1.079229    
9.640000     0.935575     -0.091294    0.999119     0.970966     -10.638086   0.970507    
9.650000     0.945006     -0.081532    0.887456     0.981231     -10.542775   0.875196    
9.660000     0.953330     -0.071674    0.777555     0.990103     -10.460027   0.792448    
9.670000     0.960562     -0.061734    0.669166     0.997660     -10.389134   0.721555    
9.680000     0.966718     -0.051725    0.562056     1.003968     -10.329507   0.661929    
9.690000     0.971807     -0.041659    0.456002     1.009078     -10.280667   0.613088    
9.700000     0.975840     -0.031548    0.350797     1.013033     -10.242226   0.574648    
9.710000     0.978825     -0.021402    0.246240     1.015867     -10.213888   0.546309    
9.720000     0.980767     -0.011234    0.142136     1.017601     -10.195436   0.527857    
9.730000     0.981669     -0.001054    0.038297     1.018251     -10.186730   0.519151    
9.740000     0.981533     0.009128     -0.065464    1.017824     -10.187705   0.520126    
9.750000     0.980359     0.019299     -0.169335    1.016319     -10.198368   0.530789    
9.760000     0.978145     0.029450     -0.273500    1.013726     -10.218800   0.551221    
9.770000     0.974887     0.039570     -0.378152    1.010027     -10.249155   0.581576    
9.780000     0.970580     0.049647     -0.483484    1.005195     -10.289665   0.622087    
9.790000     0.965215     0.059670     -0.589698    0.999196     -10.340647   0.673068    
9.800000     0.958782     0.069627     -0.697006    0.991983     -10.402502   0.734924    
9.810000     0.951270     0.079505     -0.805630    0.983499     -10.475734   0.808156    
9.820000     0.942665     0.089292     -0.915807    0.973677     -10.560954   0.893375    
9.830000     0.932948     0.098974     -1.027792    0.962434     -10.658896   0.991318    
9.840000     0.922102     0.108536     -1.141859    0.949671     -10.770437   1.102859    
9.850000     0.910103     0.117962     -1.258311    0.935271     -10.896617   1.229039    
9.860000     0.896927     0.127236     -1.377478    0.919096     -11.038670   1.371092    
9.870000     0.882543     0.136338     -1.499729    0.900983     -11.198058   1.530479    
9.880000     0.866920     0.145248     -1.625477    0.880737     -11.376514   1.708936    
9.890000     0.850020     0.153944     -1.755186    0.858126     -11.576108   1.908530    
9.900000     0.831802     0.162402     -1.889388    0.832874     -11.799312   2.131733    
9.910000     0.812216     0.170592     -2.028692    0.804647     -12.049102   2.381524    
9.920000     0.791208     0.178483     -2.173804    0.773042     -12.329087   2.661509    
9.930000     0.768718     0.186040     -2.325551    0.737566     -12.643675   2.976096    
9.940000     0.744672     0.193220     -2.484913    0.697611     -12.998305   3.330726    
9.950000     0.718990     0.199975     -2.653059    0.652416     -13.399764   3.732185    
9.960000     0.691577     0.206248     -2.831408    0.601025     -13.856629   4.189050    
9.970000     0.662322     0.211971     -3.021698    0.542206     -14.379902   4.712323    
9.980000     0.631096     0.217062     -3.226097    0.474355     -14.983937   5.316359    
9.990000     0.597744     0.221421     -3.447352    0.395339     -15.687843   6.020264    
