# time       x(t)         y(t)         vx(t)        vy(t)        ekin         epot        
0.000000     1.000000     0.000000     0.000000     1.000000     -10.000000   0.500000    
0.010000     0.999500     0.009998     -0.100028    0.999500     -10.004503   0.504503    
0.020000     0.997999     0.019987     -0.200227    0.997995     -10.018043   0.518043    
0.030000     0.995494     0.029955     -0.300768    0.995476     -10.040717   0.540717    
0.040000     0.991982     0.039893     -0.401827    0.991923     -10.072689   0.572689    
0.050000     0.987455     0.049790     -0.503584    0.987312     -10.114191   0.614191    
0.060000     0.981907     0.059635     -0.606225    0.981608     -10.165531   0.665531    
0.070000     0.975327     0.069418     -0.709946    0.974767     -10.227097   0.727097    
0.080000     0.967704     0.079127     -0.814955    0.966737     -10.299366   0.799366    
0.090000     0.959023     0.088749     -0.921470    0.957454     -10.382913   0.882913    
0.100000     0.949269     0.098271     -1.029729    0.946842     -10.478425   0.978425    
0.110000     0.938422     0.107681     -1.139987    0.934809     -10.586719   1.086719    
0.120000     0.926461     0.116962     -1.252522    0.921249     -10.708756   1.208756    
0.130000     0.913363     0.126100     -1.367643    0.906036     -10.845674   1.345674    
0.140000     0.899099     0.135077     -1.485689    0.889021     -10.998814   1.498814    
0.150000     0.883638     0.143874     -1.607040    0.870027     -11.169761   1.669761    
0.160000     0.866946     0.152470     -1.732124    0.848845     -11.360396   1.860396    
0.170000     0.848982     0.160843     -1.861428    0.825227     -11.572957   2.072957    
0.180000     0.829701     0.168966     -1.995508    0.798875     -11.810126   2.310126    
0.190000     0.809053     0.176810     -2.135006    0.769429     -12.075136   2.575136    
0.200000     0.786980     0.184343     -2.280672    0.736454     -12.371914   2.871914    
0.210000     0.763416     0.191526     -2.433386    0.699414     -12.705273   3.205273    
0.220000     0.738286     0.198315     -2.594196    0.657647     -13.081177   3.581177    
0.230000     0.711501     0.204660     -2.764365    0.610322     -13.507103   4.007103    
0.240000     0.682962     0.210500     -2.945427    0.556383     -13.992551   4.492551    
0.250000     0.652550     0.215761     -3.139280    0.494468     -14.549789   5.049789    
0.260000     0.620126     0.220357     -3.348306    0.422784     -15.194948   5.694948    
0.270000     0.585523     0.224176     -3.575546    0.338922     -15.949698   6.449698    
0.280000     0.548541     0.227083     -3.824968    0.239568     -16.843886   7.343886    
0.290000     0.508933     0.228901     -4.101872    0.120013     -17.919880   8.419880    
0.300000     0.466388     0.229394     -4.413543    -0.026671    -19.240037   9.740037    
0.310000     0.420512     0.228242     -4.770338    -0.211150    -20.900354   11.400354   
0.320000     0.370781     0.224988     -5.187610    -0.450807    -23.057262   13.557262   
0.330000     0.316480     0.218943     -5.689316    -0.776152    -25.985364   16.485364   
0.340000     0.256584     0.208989     -6.315291    -1.246478    -30.218301   20.718301   
0.350000     0.189529     0.193107     -7.136871    -1.995354    -36.958183   27.458183   
0.360000     0.112760     0.166976     -8.287313    -3.403533    -49.631798   40.131800   
0.370000     0.022269     0.117959     -9.826417    -7.144881    -83.303853   73.803895   
0.380000     -0.051831    -0.012626    2.368552     -18.715982   -187.451282  177.949016  
0.390000     0.035297     -0.126913    9.636721     -6.319288    -75.912774   66.399894   
0.400000     0.123746     -0.171289    8.108305     -3.142643    -47.323314   37.810408   
0.410000     0.199017     -0.195591    7.011736     -1.866489    -35.837022   26.324114   
0.420000     0.264992     -0.210471    6.221765     -1.168061    -29.550268   20.037360   
0.430000     0.324058     -0.219777    5.615210     -0.722472    -25.539184   16.026275   
0.440000     0.377686     -0.225361    5.126314     -0.411195    -22.736996   13.224088   
0.450000     0.426851     -0.228266    4.717989     -0.180361    -20.658884   11.145976   
0.460000     0.472238     -0.229142    4.367725     -0.001815    -19.051420   9.538512    
0.470000     0.514350     -0.228422    4.060986     0.140665     -17.768605   8.255697    
0.480000     0.553570     -0.226415    3.787907     0.257118     -16.720084   7.207176    
0.490000     0.590197     -0.223345    3.541517     0.354106     -15.846774   6.333866    
0.500000     0.624472     -0.219383    3.316720     0.436113     -15.108323   5.595415    
0.510000     0.656591     -0.214662    3.109692     0.506312     -14.476176   4.963268    
0.520000     0.686715     -0.209288    2.917489     0.567012     -13.929530   4.416622    
0.530000     0.714982     -0.203347    2.737802     0.619941     -13.452851   3.939943    
0.540000     0.741507     -0.196911    2.568787     0.666413     -13.034295   3.521387    
0.550000     0.766389     -0.190037    2.408949     0.707450     -12.664668   3.151760    
0.560000     0.789712     -0.182777    2.257057     0.743857     -12.336722   2.823814    
0.570000     0.811553     -0.175173    2.112087     0.776278     -12.044666   2.531758    
0.580000     0.831974     -0.167263    1.973176     0.805231     -11.783819   2.270911    
0.590000     0.851034     -0.159079    1.839592     0.831143     -11.550357   2.037449    
0.600000     0.868782     -0.150649    1.710702     0.854364     -11.341128   1.828220    
0.610000     0.885262     -0.141999    1.585962     0.875182     -11.153518   1.640609    
0.620000     0.900513     -0.133153    1.464892     0.893843     -10.985339   1.472431    
0.630000     0.914570     -0.124129    1.347070     0.910548     -10.834756   1.321848    
0.640000     0.927464     -0.114948    1.232123     0.925471     -10.700220   1.187312    
0.650000     0.939221     -0.105625    1.119713     0.938758     -10.580420   1.067512    
0.660000     0.949866     -0.096177    1.009538     0.950530     -10.474246   0.961338    
0.670000     0.959419     -0.086619    0.901322     0.960894     -10.380757   0.867849    
0.680000     0.967898     -0.076964    0.794810     0.969936     -10.299158   0.786250    
0.690000     0.975320     -0.067225    0.689769     0.977732     -10.228779   0.715871    
0.700000     0.981698     -0.057413    0.585979     0.984344     -10.169060   0.656152    
0.710000     0.987043     -0.047542    0.483235     0.989823     -10.119541   0.606633    
0.720000     0.991365     -0.037620    0.381342     0.994210     -10.079846   0.566938    
0.730000     0.994672     -0.027661    0.280114     0.997538     -10.049681   0.536773    
0.740000     0.996969     -0.017673    0.179369     0.999832     -10.028826   0.515918    
0.750000     0.998260     -0.007668    0.078933     1.001108     -10.017132   0.504223    
0.760000     0.998548     0.002346     -0.021368    1.001375     -10.014512   0.501604    
0.770000     0.997833     0.012357     -0.121705    1.000636     -10.020950   0.508042    
0.780000     0.996113     0.022355     -0.222249    0.998885     -10.036491   0.523583    
0.790000     0.993387     0.032331     -0.323175    0.996110     -10.061247   0.548339    
0.800000     0.989648     0.042274     -0.424659    0.992292     -10.095397   0.582489    
0.810000     0.984891     0.052173     -0.526885    0.987401     -10.139192   0.626284    
0.820000     0.979107     0.062018     -0.630042    0.981401     -10.192959   0.680051    
0.830000     0.972286     0.071797     -0.734331    0.974248     -10.257109   0.744201    
0.840000     0.964416     0.081499     -0.839960    0.965885     -10.332142   0.819234    
0.850000     0.955482     0.091111     -0.947156    0.956245     -10.418663   0.905755    
0.860000     0.945467     0.100619     -1.056161    0.945248     -10.517393   1.004485    
0.870000     0.934352     0.110011     -1.167236    0.932799     -10.629186   1.116277    
0.880000     0.922114     0.119270     -1.280670    0.918786     -10.755050   1.242141    
0.890000     0.908729     0.128381     -1.396778    0.903076     -10.896176   1.383268    
0.900000     0.894169     0.137325     -1.515912    0.885513     -11.053970   1.541061    
0.910000     0.878400     0.146084     -1.638466    0.865912     -11.230095   1.717186    
0.920000     0.861387     0.154636     -1.764882    0.844054     -11.426526   1.913618    
0.930000     0.843088     0.162957     -1.895668    0.819676     -11.645621   2.132712    
0.940000     0.823457     0.171020     -2.031401    0.792465     -11.890204   2.377296    
0.950000     0.802441     0.178796     -2.172755    0.762040     -12.163693   2.650784    
0.960000     0.779980     0.186249     -2.320512    0.727940     -12.470245   2.957337    
0.970000     0.756006     0.193340     -2.475600    0.689595     -12.814975   3.302067    
0.980000     0.730440     0.200024     -2.639121    0.646299     -13.204240   3.691331    
0.990000     0.703191     0.206247     -2.812410    0.597164     -13.646035   4.133127    
1.000000     0.674154     0.211944     -2.997096    0.541054     -14.150571   4.637663    
1.010000     0.643205     0.217040     -3.195203    0.476497     -14.731095   5.218187    
1.020000     0.610197     0.221440     -3.409281    0.401544     -15.405127   5.892219    
1.030000     0.574955     0.225027     -3.642607    0.313563     -16.196364   6.683456    
1.040000     0.537266     0.227655     -3.899483    0.208895     -17.137712   7.624804    
1.050000     0.496868     0.229132     -4.185700    0.082298     -18.276336   8.763428    
1.060000     0.453428     0.229203     -4.509287    -0.074036    -19.682485   10.169577   
1.070000     0.406520     0.227513     -4.881793    -0.272310    -21.465938   11.953030   
1.080000     0.355572     0.223551     -5.320569    -0.532793    -23.809067   14.296159   
1.090000     0.299798     0.216532     -5.853148    -0.892002    -27.040415   17.527507   
1.100000     0.238045     0.205146     -6.526270    -1.423541    -31.822242   22.309334   
1.110000     0.168527     0.186933     -7.425355    -2.302742    -39.732167   30.219260   
1.120000     0.088273     0.156250     -8.704758    -4.079944    -55.722281   46.209377   
1.130000     -0.006396    0.094042     -9.975101    -9.677462    -106.090753  96.577959   
1.140000     -0.034140    -0.060245    8.704817     -13.928412   -144.412401  134.887249  
1.150000     0.062409     -0.143058    9.170551     -4.998977    -64.070192   54.544389   
1.160000     0.146607     -0.179572    7.750925     -2.673178    -43.137170   33.611357   
1.170000     0.218877     -0.200505    6.759461     -1.623587    -33.688988   24.163175   
1.180000     0.282664     -0.213474    6.031230     -1.017359    -28.231193   18.705380   
1.190000     0.340031     -0.221531    5.463288     -0.618607    -24.640908   15.115095   
1.200000     0.392277     -0.226224    5.000271     -0.334558    -22.083131   12.557317   
1.210000     0.440279     -0.228455    4.610266     -0.121054    -20.160418   10.634604   
1.220000     0.484660     -0.228800    4.273531     0.045720     -18.658394   9.132580    
1.230000     0.525883     -0.227649    3.977119     0.179800     -17.450715   7.924901    
1.240000     0.564306     -0.225283    3.712131     0.290023     -16.457828   6.932015    
1.250000     0.600209     -0.221909    3.472214     0.382246     -15.627006   6.101192    
1.260000     0.633819     -0.217685    3.252688     0.460514     -14.921840   5.396027    
1.270000     0.665319     -0.212735    3.050011     0.527713     -14.316337   4.790523    
1.280000     0.694866     -0.207160    2.861442     0.585963     -13.791414   4.265601    
1.290000     0.722588     -0.201041    2.684819     0.636857     -13.332734   3.806921    
1.300000     0.748596     -0.194443    2.518409     0.681615     -12.929305   3.403492    
1.310000     0.772985     -0.187425    2.360798     0.721189     -12.572554   3.046740    
1.320000     0.795838     -0.180034    2.210820     0.756334     -12.255696   2.729882    
1.330000     0.817224     -0.172312    2.067500     0.787652     -11.973290   2.447477    
1.340000     0.837207     -0.164292    1.930016     0.815635     -11.720925   2.195112    
1.350000     0.855841     -0.156009    1.797666     0.840683     -11.494988   1.969175    
1.360000     0.873175     -0.147488    1.669844     0.863127     -11.292496   1.766683    
1.370000     0.889252     -0.138754    1.546023     0.883244     -11.110967   1.585154    
1.380000     0.904108     -0.129830    1.425744     0.901263     -10.948324   1.422510    
1.390000     0.917777     -0.120735    1.308598     0.917379     -10.802819   1.277006    
1.400000     0.930289     -0.111488    1.194222     0.931755     -10.672979   1.147166    
1.410000     0.941669     -0.102105    1.082288     0.944530     -10.557556   1.031743    
1.420000     0.951942     -0.092602    0.972503     0.955822     -10.455492   0.929678    
1.430000     0.961126     -0.082993    0.864595     0.965729     -10.365891   0.840078    
1.440000     0.969239     -0.073292    0.758316     0.974335     -10.288000   0.762187    
1.450000     0.976297     -0.063511    0.653437     0.981712     -10.221183   0.695369    
1.460000     0.982312     -0.053662    0.549742     0.987917     -10.164912   0.639098    
1.470000     0.987295     -0.043756    0.447028     0.992998     -10.118753   0.592940    
1.480000     0.991255     -0.033805    0.345102     0.996995     -10.082360   0.556547    
1.490000     0.994199     -0.023820    0.243778     0.999936     -10.055464   0.529650    
1.500000     0.996132     -0.013810    0.142876     1.001844     -10.037866   0.512053    
1.510000     0.997057     -0.003786    0.042222     1.002733     -10.029442   0.503628    
1.520000     0.996977     0.006241     -0.058359    1.002609     -10.030129   0.504316    
1.530000     0.995890     0.016263     -0.159039    1.001472     -10.039933   0.514120    
1.540000     0.993795     0.026267     -0.259991    0.999314     -10.058925   0.533112    
1.550000     0.990688     0.036245     -0.361392    0.996119     -10.087242   0.561429    
1.560000     0.986565     0.046186     -0.463421    0.991864     -10.125090   0.599277    
1.570000     0.981417     0.056079     -0.566266    0.986519     -10.172752   0.646938    
1.580000     0.975236     0.065913     -0.670120    0.980042     -10.230585   0.704772    
1.590000     0.968011     0.075676     -0.775189    0.972385     -10.299039   0.773225    
1.600000     0.959728     0.085356     -0.881690    0.963486     -10.378655   0.852841    
1.610000     0.950372     0.094941     -0.989855    0.953274     -10.470086   0.944272    
1.620000     0.939924     0.104417     -1.099937    0.941661     -10.574106   1.048293    
1.630000     0.928365     0.113770     -1.212207    0.928546     -10.691635   1.165822    
1.640000     0.915672     0.122983     -1.326966    0.913808     -10.823755   1.297942    
1.650000     0.901817     0.132040     -1.444545    0.897305     -10.971747   1.445934    
1.660000     0.886770     0.140922     -1.565315    0.878869     -11.137123   1.611310    
1.670000     0.870498     0.149610     -1.689689    0.858299     -11.321676   1.795863    
1.680000     0.852963     0.158080     -1.818138    0.835359     -11.527539   2.001725    
1.690000     0.834120     0.166308     -1.951199    0.809765     -11.757261   2.231448    
1.700000     0.813922     0.174266     -2.089489    0.781176     -12.013914   2.488100    
1.710000     0.792311     0.181921     -2.233728    0.749177     -12.301217   2.775404    
1.720000     0.769224     0.189236     -2.384758    0.713263     -12.623722   3.097909    
1.730000     0.744590     0.196171     -2.543580    0.672809     -12.987049   3.461236    
1.740000     0.718323     0.202675     -2.711392    0.627032     -13.398222   3.872409    
1.750000     0.690327     0.208690     -2.889649    0.574946     -13.866131   4.340318    
1.760000     0.660489     0.214148     -3.080142    0.515277     -14.402205   4.876392    
1.770000     0.628676     0.218965     -3.285106    0.446364     -15.021396   5.495582    
1.780000     0.594729     0.223038     -3.507386    0.365988     -15.743664   6.217850    
1.790000     0.558458     0.226237     -3.750665    0.271111     -16.596308   7.070494    
1.800000     0.519630     0.228397     -4.019834    0.157463     -17.617742   8.091929    
1.810000     0.477954     0.229303     -4.321556    0.018823     -18.863914   9.338101    
1.820000     0.433060     0.228660     -4.665215    -0.154261    -20.419827   10.894013   
1.830000     0.384464     0.226054     -5.064550    -0.376933    -22.421686   12.895873   
1.840000     0.331514     0.220871     -5.540679    -0.675191    -25.103319   15.577506   
1.850000     0.273283     0.212140     -6.128071    -1.098010    -28.905255   19.379442   
1.860000     0.208386     0.198160     -6.887193    -1.750730    -34.775058   25.249245   
1.870000     0.134600     0.175491     -7.931042    -2.911496    -45.214929   35.689117   
1.880000     0.048245     0.135097     -9.413806    -5.634467    -69.709273   60.183476   
1.890000     -0.045740    0.037030     -6.288191    -16.770557   -169.922078  160.396472  
1.900000     0.008790     -0.107463    9.973935     -8.181330    -92.745405   83.206770   
1.910000     0.101403     -0.161978    8.483153     -3.689926    -52.328434   42.789721   
1.920000     0.179798     -0.190027    7.270870     -2.123207    -38.225492   28.686777   
1.930000     0.247992     -0.206860    6.412426     -1.316831    -30.965339   21.426624   
1.940000     0.308738     -0.217367    5.763697     -0.819221    -26.484381   16.945665   
1.950000     0.363702     -0.223761    5.246841     -0.478750    -23.417987   13.879272   
1.960000     0.413969     -0.227244    4.818833     -0.229817    -21.175699   11.636984   
1.970000     0.460288     -0.228550    4.454051     -0.039234    -19.458770   9.920054    
1.980000     0.503206     -0.228160    4.136205     0.111677     -18.099047   8.560332    
1.990000     0.543132     -0.226410    3.854376     0.234277     -16.994267   7.455551    
2.000000     0.580388     -0.223544    3.600926     0.335891     -16.078460   6.539745    
2.010000     0.615227     -0.219746    3.370319     0.421471     -15.307060   5.768344    
2.020000     0.647856     -0.215157    3.158428     0.494488     -14.648808   5.110092    
2.030000     0.678447     -0.209889    2.962096     0.557451     -14.081099   4.542383    
2.040000     0.707142     -0.204035    2.778861     0.612224     -13.587159   4.048443    
2.050000     0.734061     -0.197667    2.606763     0.660219     -13.154267   3.615551    
2.060000     0.759309     -0.190849    2.444220     0.702528     -12.772594   3.233879    
2.070000     0.782973     -0.183633    2.289935     0.740007     -12.434423   2.895707    
2.080000     0.805132     -0.176063    2.142832     0.773339     -12.133608   2.594892    
2.090000     0.825851     -0.168178    2.002007     0.803074     -11.865196   2.326481    
2.100000     0.845190     -0.160012    1.866693     0.829660     -11.625155   2.086440    
2.110000     0.863201     -0.151594    1.736233     0.853464     -11.410169   1.871453    
2.120000     0.879929     -0.142951    1.610058     0.874791     -11.217489   1.678773    
2.130000     0.895415     -0.134106    1.487671     0.893897     -11.044824   1.506108    
2.140000     0.909694     -0.125080    1.368636     0.910993     -10.890252   1.351537    
2.150000     0.922797     -0.115892    1.252565     0.926261     -10.752155   1.213439    
2.160000     0.934754     -0.106560    1.139111     0.939852     -10.629163   1.090447    
2.170000     0.945587     -0.097100    1.027961     0.951893     -10.520119   0.981403    
2.180000     0.955320     -0.087527    0.918832     0.962496     -10.424041   0.885325    
2.190000     0.963970     -0.077855    0.811463     0.971750     -10.340101   0.801385    
2.200000     0.971554     -0.068096    0.705614     0.979733     -10.267600   0.728884    
2.210000     0.978086     -0.058264    0.601060     0.986511     -10.205955   0.667239    
2.220000     0.983579     -0.048370    0.497591     0.992137     -10.154682   0.615967    
2.230000     0.988041     -0.038425    0.395009     0.996654     -10.113392   0.574676    
2.240000     0.991481     -0.028440    0.293122     1.000097     -10.081773   0.543057    
2.250000     0.993905     -0.018427    0.191748     1.002490     -10.059593   0.520877    
2.260000     0.995317     -0.008394    0.090707     1.003853     -10.046690   0.507974    
2.270000     0.995720     0.001647     -0.010175    1.004195     -10.042971   0.504255    
2.280000     0.995114     0.011686     -0.111073    1.003519     -10.048409   0.509694    
2.290000     0.993498     0.021714     -0.212160    1.001821     -10.063044   0.524328    
2.300000     0.990869     0.031719     -0.313613    0.999088     -10.086981   0.548265    
2.310000     0.987224     0.041692     -0.415611    0.995302     -10.120395   0.581679    
2.320000     0.982555     0.051622     -0.518338    0.990434     -10.163533   0.624817    
2.330000     0.976854     0.061497     -0.621986    0.984449     -10.216719   0.678004    
2.340000     0.970111     0.071307     -0.726757    0.977301     -10.280362   0.741647    
2.350000     0.962314     0.081039     -0.832862    0.968934     -10.354962   0.816247    
2.360000     0.953449     0.090681     -0.940529    0.959281     -10.441123   0.902408    
2.370000     0.943498     0.100220     -1.050002    0.948261     -10.539567   1.000851    
2.380000     0.932442     0.109642     -1.161543    0.935780     -10.651149   1.112433    
2.390000     0.920259     0.118931     -1.275444    0.921723     -10.776881   1.238166    
2.400000     0.906924     0.128070     -1.392022    0.905960     -10.917959   1.379244    
2.410000     0.892408     0.137044     -1.511630    0.888331     -11.075794   1.537079    
2.420000     0.876680     0.145830     -1.634665    0.868652     -11.252059   1.713343    
2.430000     0.859702     0.154409     -1.761574    0.846701     -11.448738   1.910022    
2.440000     0.841434     0.162756     -1.892865    0.822214     -11.668202   2.129486    
2.450000     0.821828     0.170844     -2.029121    0.794875     -11.913295   2.374579    
2.460000     0.800833     0.178643     -2.171019    0.764301     -12.187455   2.648739    
2.470000     0.778387     0.186117     -2.319348    0.730026     -12.494872   2.956156    
2.480000     0.754421     0.193229     -2.475040    0.691476     -12.840697   3.301981    
2.490000     0.728858     0.199930     -2.639208    0.647939     -13.231338   3.692623    
2.500000     0.701604     0.206168     -2.813196    0.598518     -13.674863   4.136147    
2.510000     0.672556     0.211877     -2.998647    0.542064     -14.181573   4.642858    
2.520000     0.641587     0.216981     -3.197601    0.477091     -14.764849   5.226133    
2.530000     0.608550     0.221384     -3.412632    0.401628     -15.442398   5.903682    
2.540000     0.573269     0.224970     -3.647051    0.313007     -16.238193   6.699477    
2.550000     0.535530     0.227588     -3.905204    0.207522     -17.185559   7.646843    
2.560000     0.495067     0.229047     -4.192950    0.079853     -18.332320   8.793605    
2.570000     0.451546     0.229086     -4.518423    -0.077936    -19.749827   10.211112   
2.580000     0.404534     0.227347     -4.893334    -0.278272    -21.549794   12.011079   
2.590000     0.353457     0.223311     -5.335312    -0.541849    -23.918291   14.379576   
2.600000     0.297513     0.216178     -5.872390    -0.906075    -27.191685   17.652969   
2.610000     0.235537     0.204611     -6.552276    -1.446723    -32.051381   22.512665   
2.620000     0.165709     0.186082     -7.462348    -2.345673    -40.133128   30.594413   
2.630000     0.085003     0.154738     -8.759022    -4.181551    -56.641631   47.102920   
2.640000     -0.010089    0.090404     -9.932779    -10.105843   -109.932677  100.394087  
2.650000     -0.030857    -0.065238    9.049305     -13.271779   -138.566125  129.015020  
2.660000     0.065830     -0.144803    9.112960     -4.856501    -62.867425   53.315820   
2.670000     0.149525     -0.180403    7.708590     -2.613418    -42.677774   33.126160   
2.680000     0.221432     -0.200881    6.728270     -1.588275    -33.447732   23.896117   
2.690000     0.284942     -0.213556    6.006461     -0.992580    -28.083008   18.531393   
2.700000     0.342083     -0.221395    5.442444     -0.599400    -24.541353   14.989738   
2.710000     0.394134     -0.225914    4.981970     -0.318701    -22.012411   12.460796   
2.720000     0.441962     -0.227998    4.593684     -0.107400    -20.108348   10.556733   
2.730000     0.486183     -0.228214    4.258144     0.057828     -18.619181   9.067566    
2.740000     0.527257     -0.226949    3.962575     0.190767     -17.420813   7.869198    
2.750000     0.565538     -0.224477    3.698187     0.300113     -16.434941   6.883326    
2.760000     0.601304     -0.221006    3.458692     0.391640     -15.609580   6.057965    
2.770000     0.634779     -0.216691    3.239454     0.469337     -14.908786   5.357171    
2.780000     0.666149     -0.211655    3.036964     0.536059     -14.306870   4.755255    
2.790000     0.695565     -0.205999    2.848502     0.593900     -13.784957   4.233342    
2.800000     0.723158     -0.199802    2.671923     0.644437     -13.328850   3.777235    
2.810000     0.749037     -0.193130    2.505502     0.688879     -12.927662   3.376047    
2.820000     0.773297     -0.186041    2.347836     0.728168     -12.572897   3.021282    
2.830000     0.796019     -0.178582    2.197765     0.763052     -12.257825   2.706210    
2.840000     0.817275     -0.170793    2.054320     0.794129     -11.977051   2.425436    
2.850000     0.837125     -0.162710    1.916681     0.821885     -11.726196   2.174581    
2.860000     0.855625     -0.154365    1.784149     0.846719     -11.501676   1.950061    
2.870000     0.872823     -0.145785    1.656121     0.868960     -11.300528   1.748913    
2.880000     0.888761     -0.136994    1.532072     0.888879     -11.120290   1.568675    
2.890000     0.903476     -0.128014    1.411542     0.906706     -10.958899   1.407284    
2.900000     0.917002     -0.118866    1.294124     0.922634     -10.814621   1.263006    
2.910000     0.929368     -0.109567    1.179456     0.936825     -10.685994   1.134379    
2.920000     0.940599     -0.100135    1.067211     0.949416     -10.571780   1.020165    
2.930000     0.950719     -0.090584    0.957093     0.960523     -10.470931   0.919316    
2.940000     0.959747     -0.080929    0.848833     0.970245     -10.382561   0.830946    
2.950000     0.967701     -0.071183    0.742181     0.978664     -10.305922   0.754307    
2.960000     0.974596     -0.061360    0.636907     0.985849     -10.240389   0.688774    
2.970000     0.980443     -0.051470    0.532794     0.991859     -10.185442   0.633827    
2.980000     0.985255     -0.041526    0.429639     0.996741     -10.140656   0.589041    
2.990000     0.989039     -0.031539    0.327247     1.000531     -10.105692   0.554076    
3.000000     0.991802     -0.021519    0.225432     1.003259     -10.080289   0.528674    
3.010000     0.993549     -0.011477    0.124011     1.004945     -10.064261   0.512646    
3.020000     0.994283     -0.001424    0.022808     1.005602     -10.057493   0.505878    
3.030000     0.994005     0.008631     -0.078353    1.005235     -10.059933   0.508318    
3.040000     0.992715     0.018678     -0.179648    1.003842     -10.071601   0.519986    
3.050000     0.990411     0.028705     -0.281251    1.001414     -10.092581   0.540966    
3.060000     0.987088     0.038703     -0.383343    0.997933     -10.123026   0.571411    
3.070000     0.982742     0.048660     -0.486107    0.993375     -10.163162   0.611547    
3.080000     0.977363     0.058566     -0.589735    0.987704     -10.213289   0.661674    
3.090000     0.970944     0.068410     -0.694424    0.980880     -10.273790   0.722175    
3.100000     0.963471     0.078180     -0.800386    0.972848     -10.345141   0.793526    
3.110000     0.954931     0.087863     -0.907844    0.963545     -10.427915   0.876300    
3.120000     0.945308     0.097446     -1.017037    0.952894     -10.522801   0.971186    
3.130000     0.934583     0.106916     -1.128225    0.940804     -10.630617   1.079002    
3.140000     0.922736     0.116257     -1.241691    0.927166     -10.752332   1.200717    
3.150000     0.909741     0.125454     -1.357746    0.911853     -10.889090   1.337475    
3.160000     0.895571     0.134488     -1.476734    0.894716     -11.042244   1.490629    
3.170000     0.880195     0.143341     -1.599040    0.875574     -11.213394   1.661779    
3.180000     0.863578     0.151992     -1.725098    0.854217     -11.404440   1.852825    
3.190000     0.845679     0.160418     -1.855400    0.830393     -11.617646   2.066030    
3.200000     0.826454     0.168591     -1.990509    0.803799     -11.855725   2.304110    
3.210000     0.805851     0.176483     -2.131077    0.774071     -12.121953   2.570338    
3.220000     0.783812     0.184060     -2.277862    0.740765     -12.420310   2.868695    
3.230000     0.760270     0.191285     -2.431758    0.703338     -12.755682   3.204066    
3.240000     0.735149     0.198111     -2.593829    0.661115     -13.134125   3.582510    
3.250000     0.708362     0.204488     -2.765353    0.613250     -13.563242   4.011627    
3.260000     0.679806     0.210354     -2.947892    0.558666     -14.052703   4.501088    
3.270000     0.649361     0.215634     -3.143375    0.495972     -14.615013   5.063398    
3.280000     0.616887     0.220240     -3.354226    0.423334     -15.266638   5.715023    
3.290000     0.582215     0.224060     -3.583546    0.338287     -16.029736   6.478121    
3.300000     0.545141     0.226953     -3.835385    0.237427     -16.934889   7.383274    
3.310000     0.505414     0.228740     -4.115162    0.115912     -18.025611   8.473996    
3.320000     0.462720     0.229179     -4.430341    -0.033407    -19.366135   9.814520    
3.330000     0.416655     0.227943     -4.791565    -0.221571    -21.055710   11.504095   
3.340000     0.366684     0.224560     -5.214658    -0.466661    -23.256829   13.705214   
3.350000     0.312074     0.218317     -5.724409    -0.800607    -26.256532   16.704917   
3.360000     0.251772     0.208050     -6.362239    -1.286009    -30.617567   21.065952   
3.370000     0.184161     0.191639     -7.202684    -2.065748    -37.624603   28.072988   
3.380000     0.106590     0.164470     -8.384258    -3.556344    -51.023293   41.471681   
3.390000     0.015039     0.112600     -9.904630    -7.671524    -88.028552   78.476993   
3.400000     -0.049254    -0.025897    4.664990     -17.847308   -179.702814  170.144275  
3.410000     0.042341     -0.131249    9.529005     -5.923767    -72.510959   62.946470   
3.420000     0.129732     -0.173272    8.016694     -3.000142    -46.198628   36.634118   
3.430000     0.204225     -0.196524    6.945520     -1.787773    -35.282701   25.718189   
3.440000     0.269618     -0.210760    6.170133     -1.114762    -29.221127   19.656616   
3.450000     0.328214     -0.219604    5.572332     -0.682021    -25.322533   15.758021   
3.460000     0.381443     -0.224824    5.089023     -0.378247    -22.585125   13.020614   
3.470000     0.430255     -0.227425    4.684433     -0.152242    -20.548055   10.983544   
3.480000     0.475320     -0.228037    4.336745     0.022968     -18.968452   9.403941    
3.490000     0.517132     -0.227083    4.031817     0.163015     -17.705571   8.141060    
3.500000     0.556067     -0.224861    3.760020     0.277616     -16.671922   7.107411    
3.510000     0.592420     -0.221594    3.514532     0.373144     -15.810097   6.245586    
3.520000     0.626428     -0.217447    3.290357     0.453965     -15.080778   5.516266    
3.530000     0.658286     -0.212553    3.083735     0.523175     -14.456079   4.891567    
3.540000     0.688152     -0.207015    2.891771     0.583034     -13.915646   4.351135    
3.550000     0.716162     -0.200918    2.712189     0.635232     -13.444256   3.879745    
3.560000     0.742431     -0.194332    2.543170     0.681057     -13.030287   3.465776    
3.570000     0.767056     -0.187315    2.383235     0.721514     -12.664707   3.100196    
3.580000     0.790122     -0.179916    2.231169     0.757392     -12.340390   2.775879    
3.590000     0.811702     -0.172180    2.085957     0.789324     -12.051637   2.487126    
3.600000     0.831861     -0.164141    1.946746     0.817822     -11.793838   2.229326    
3.610000     0.850655     -0.155833    1.812806     0.843304     -11.563226   1.998714    
3.620000     0.868133     -0.147284    1.683513     0.866113     -11.356696   1.792184    
3.630000     0.884339     -0.138519    1.558322     0.886537     -11.171670   1.607158    
3.640000     0.899311     -0.129561    1.436759     0.904813     -11.005993   1.441482    
