# time       ekin         epot         x(t)         vx(t)        y(t)         vy(t)       
9.380000     -16.498700   6.998802     0.598443     -3.577008    0.096093     1.096638    
9.390000     -17.502304   8.002441     0.561279     -3.861235    0.106822     1.046780    
9.400000     -18.724290   9.224482     0.521098     -4.181863    0.116974     0.980297    
9.410000     -20.246172   10.746451    0.477486     -4.549743    0.126351     0.890362    
9.420000     -22.197828   12.698255    0.429895     -4.980966    0.134668     0.765823    
9.430000     -24.800569   15.301267    0.377576     -5.500706    0.141491     0.587168    
9.440000     -28.467084   18.968345    0.319454     -6.151118    0.146113     0.316913    
9.450000     -34.071776   24.574426    0.253876     -7.009472    0.147268     -0.127123   
9.460000     -43.867877   34.375025    0.178074     -8.235113    0.142318     -0.965900   
9.470000     -66.008868   56.539598    0.086812     -10.187103   0.124154     -3.049938   
9.480000     -153.188663  143.525785   -0.026427    -11.077481   0.059691     -12.819555  
9.490000     -100.339515  90.933198    -0.024325    7.531256     -0.096647    -11.186893  
9.500000     -54.319845   44.835584    0.052733     7.426192     -0.176381    -5.875614   
9.510000     -39.116483   29.621073    0.122836     6.615598     -0.224202    -3.933955   
9.520000     -31.471773   21.973689    0.185593     5.962477     -0.257909    -2.897627   
9.530000     -26.811329   17.312307    0.242525     5.442867     -0.283360    -2.236025   
9.540000     -23.645997   14.146562    0.294756     5.016492     -0.303261    -1.768597   
9.550000     -21.342953   11.843309    0.343072     4.656287     -0.319108    -1.416196   
9.560000     -19.585772   10.086011    0.388042     4.344695     -0.331829    -1.138264   
9.570000     -18.197830   8.697997     0.430088     4.069990     -0.342042    -0.911689   
9.580000     -17.072373   7.572495     0.469536     3.824048     -0.350184    -0.722249   
9.590000     -16.140870   6.640961     0.506644     3.601052     -0.356578    -0.560664   
9.600000     -15.357194   5.857263     0.541619     3.396708     -0.361468    -0.420596   
9.610000     -14.689098   5.189152     0.574629     3.207766     -0.365046    -0.297554   
9.620000     -14.113319   4.613361     0.605816     3.031713     -0.367465    -0.188254   
9.630000     -13.612633   4.112667     0.635299     2.866564     -0.368848    -0.090238   
9.640000     -13.174002   3.674029     0.663178     2.710730     -0.369300    -0.001619   
9.650000     -12.787366   3.287388     0.689540     2.562913     -0.368907    0.079072    
9.660000     -12.444838   2.944856     0.714460     2.422045     -0.367741    0.153002    
9.670000     -12.140145   2.640160     0.738001     2.287232     -0.365866    0.221110    
9.680000     -11.868235   2.368247     0.760222     2.157718     -0.363336    0.284159    
9.690000     -11.624997   2.125008     0.781171     2.032860     -0.360198    0.342779    
9.700000     -11.407055   1.907064     0.800892     1.912100     -0.356493    0.397494    
9.710000     -11.211611   1.711618     0.819425     1.794956     -0.352259    0.448742    
9.720000     -11.036333   1.536339     0.836802     1.681003     -0.347528    0.496896    
9.730000     -10.879264   1.379269     0.853054     1.569866     -0.342330    0.542272    
9.740000     -10.738757   1.238761     0.868208     1.461209     -0.336691    0.585141    
9.750000     -10.613419   1.113422     0.882286     1.354732     -0.330635    0.625736    
9.760000     -10.502069   1.002071     0.895308     1.250160     -0.324183    0.664262    
9.770000     -10.403706   0.903708     0.907294     1.147243     -0.317356    0.700892    
9.780000     -10.317483   0.817485     0.918258     1.045751     -0.310171    0.735783    
9.790000     -10.242686   0.742687     0.928213     0.945469     -0.302646    0.769067    
9.800000     -10.178714   0.678715     0.937171     0.846196     -0.294795    0.800863    
9.810000     -10.125069   0.625070     0.945140     0.747743     -0.286633    0.831276    
9.820000     -10.081343   0.581344     0.952128     0.649927     -0.278174    0.860397    
9.830000     -10.047212   0.547212     0.958140     0.552575     -0.269429    0.888305    
9.840000     -10.022425   0.522425     0.963180     0.455516     -0.260411    0.915071    
9.850000     -10.006804   0.506804     0.967251     0.358584     -0.251131    0.940757    
9.860000     -10.000236   0.500236     0.970352     0.261616     -0.241600    0.965417    
9.870000     -10.002675   0.502676     0.972482     0.164445     -0.231826    0.989095    
9.880000     -10.014139   0.514139     0.973639     0.066907     -0.221821    1.011831    
9.890000     -10.034709   0.534709     0.973819     -0.031167    -0.211593    1.033657    
9.900000     -10.064533   0.564533     0.973014     -0.129951    -0.201150    1.054599    
9.910000     -10.103828   0.603828     0.971217     -0.229623    -0.190503    1.074677    
9.920000     -10.152883   0.652884     0.968418     -0.330372    -0.179660    1.093902    
9.930000     -10.212068   0.712069     0.964605     -0.432394    -0.168628    1.112283    
9.940000     -10.281838   0.781840     0.959765     -0.535901    -0.157417    1.129818    
9.950000     -10.362745   0.862747     0.953881     -0.641117    -0.146035    1.146500    
9.960000     -10.455450   0.955452     0.946936     -0.748286    -0.134490    1.162314    
9.970000     -10.560736   1.060739     0.938908     -0.857670    -0.122791    1.177234    
9.980000     -10.679531   1.179535     0.929774     -0.969562    -0.110948    1.191226    
9.990000     -10.812930   1.312934     0.919508     -1.084281    -0.098970    1.204243    
